Project Name	MedidasMartillo
Measurement Name	M1-Negro
User Name	Default USER

Creation time	5/22/2016 14:52:8
Analyzer	FFT1
Result type	H1
Response Name	[2]-Accel X
Reference Name	[1]-Hammer
Unit	RMS
Average Type	Linear
Average Number (#)	     3      
Average Domain	Spectral

   X_Value   	  Y_Module  	   Y_Phase   	
     Hz     	 (m/s²)/(N) 	      °      	
 3.07500e+002	1.09364e-001	-5.37559e+002	
 3.08750e+002	1.09226e-001	-5.37510e+002	
 3.10000e+002	1.09165e-001	-5.37129e+002	
 3.11250e+002	1.08361e-001	-5.37009e+002	
 3.12500e+002	1.08828e-001	-5.36946e+002	
 3.13750e+002	1.08679e-001	-5.36805e+002	
 3.15000e+002	1.08259e-001	-5.36708e+002	
 3.16250e+002	1.08708e-001	-5.36583e+002	
 3.17500e+002	1.08747e-001	-5.36339e+002	
 3.18750e+002	1.08566e-001	-5.36025e+002	
 3.20000e+002	1.08821e-001	-5.35600e+002	
 3.21250e+002	1.08936e-001	-5.35915e+002	
 3.22500e+002	1.08610e-001	-5.35466e+002	
 3.23750e+002	1.09306e-001	-5.35009e+002	
 3.25000e+002	1.09412e-001	-5.35120e+002	
 3.26250e+002	1.10202e-001	-5.35083e+002	
 3.27500e+002	1.10339e-001	-5.34903e+002	
 3.28750e+002	1.10710e-001	-5.34508e+002	
 3.30000e+002	1.10864e-001	-5.34865e+002	
 3.31250e+002	1.11924e-001	-5.34538e+002	
 3.32500e+002	1.12331e-001	-5.34159e+002	
 3.33750e+002	1.12460e-001	-5.34361e+002	
 3.35000e+002	1.13348e-001	-5.34545e+002	
 3.36250e+002	1.13698e-001	-5.34589e+002	
 3.37500e+002	1.14556e-001	-5.34626e+002	
 3.38750e+002	1.14216e-001	-5.35182e+002	
 3.40000e+002	1.14880e-001	-5.35113e+002	
 3.41250e+002	1.15540e-001	-5.35422e+002	
 3.42500e+002	1.15882e-001	-5.35467e+002	
 3.43750e+002	1.16003e-001	-5.35460e+002	
 3.45000e+002	1.15708e-001	-5.35745e+002	
 3.46250e+002	1.15601e-001	-5.36217e+002	
 3.47500e+002	1.15367e-001	-5.35990e+002	
 3.48750e+002	1.15400e-001	-5.36389e+002	
 3.50000e+002	1.15373e-001	-5.36437e+002	
 3.51250e+002	1.15315e-001	-5.36334e+002	
 3.52500e+002	1.14750e-001	-5.36563e+002	
 3.53750e+002	1.14382e-001	-5.36558e+002	
 3.55000e+002	1.13921e-001	-5.36131e+002	
 3.56250e+002	1.14344e-001	-5.36473e+002	
 3.57500e+002	1.14165e-001	-5.36182e+002	
 3.58750e+002	1.14820e-001	-5.36185e+002	
 3.60000e+002	1.14525e-001	-5.36081e+002	
 3.61250e+002	1.14365e-001	-5.36138e+002	
 3.62500e+002	1.15511e-001	-5.36116e+002	
 3.63750e+002	1.14868e-001	-5.36141e+002	
 3.65000e+002	1.14643e-001	-5.36208e+002	
 3.66250e+002	1.14737e-001	-5.36187e+002	
 3.67500e+002	1.14993e-001	-5.36198e+002	
 3.68750e+002	1.15652e-001	-5.36593e+002	
 3.70000e+002	1.14763e-001	-5.36706e+002	
 3.71250e+002	1.15223e-001	-5.36262e+002	
 3.72500e+002	1.14864e-001	-5.36486e+002	
 3.73750e+002	1.14990e-001	-5.36577e+002	
 3.75000e+002	1.14801e-001	-5.36782e+002	
 3.76250e+002	1.14936e-001	-5.36593e+002	
 3.77500e+002	1.14724e-001	-5.36669e+002	
 3.78750e+002	1.14361e-001	-5.36502e+002	
 3.80000e+002	1.13754e-001	-5.36415e+002	
 3.81250e+002	1.13432e-001	-5.36520e+002	
 3.82500e+002	1.14311e-001	-5.36548e+002	
 3.83750e+002	1.14280e-001	-5.36812e+002	
 3.85000e+002	1.13501e-001	-5.36618e+002	
 3.86250e+002	1.12506e-001	-5.35994e+002	
 3.87500e+002	1.12692e-001	-5.35499e+002	
 3.88750e+002	1.13677e-001	-5.35542e+002	
 3.90000e+002	1.13581e-001	-5.35257e+002	
 3.91250e+002	1.14087e-001	-5.35052e+002	
 3.92500e+002	1.13478e-001	-5.35315e+002	
 3.93750e+002	1.15617e-001	-5.34637e+002	
 3.95000e+002	1.14748e-001	-5.35116e+002	
 3.96250e+002	1.16850e-001	-5.34710e+002	
 3.97500e+002	1.16218e-001	-5.34396e+002	
 3.98750e+002	1.15540e-001	-5.35068e+002	
 4.00000e+002	1.18045e-001	-5.34768e+002	
 4.01250e+002	1.17224e-001	-5.34876e+002	
 4.02500e+002	1.18468e-001	-5.35030e+002	
 4.03750e+002	1.19411e-001	-5.35405e+002	
 4.05000e+002	1.18742e-001	-5.35501e+002	
 4.06250e+002	1.19093e-001	-5.36056e+002	
 4.07500e+002	1.18603e-001	-5.36493e+002	
 4.08750e+002	1.19388e-001	-5.36177e+002	
 4.10000e+002	1.18641e-001	-5.35914e+002	
 4.11250e+002	1.18943e-001	-5.36152e+002	
 4.12500e+002	1.17858e-001	-5.36426e+002	
 4.13750e+002	1.19536e-001	-5.36083e+002	
 4.15000e+002	1.18461e-001	-5.35013e+002	
 4.16250e+002	1.18866e-001	-5.36703e+002	
 4.17500e+002	1.18813e-001	-5.35573e+002	
 4.18750e+002	1.18616e-001	-5.35589e+002	
 4.20000e+002	1.19125e-001	-5.35522e+002	
 4.21250e+002	1.19990e-001	-5.36009e+002	
 4.22500e+002	1.19495e-001	-5.35940e+002	
 4.23750e+002	1.21140e-001	-5.36098e+002	
 4.25000e+002	1.21569e-001	-5.36287e+002	
 4.26250e+002	1.21770e-001	-5.37136e+002	
 4.27500e+002	1.21132e-001	-5.37361e+002	
 4.28750e+002	1.20228e-001	-5.36539e+002	
 4.30000e+002	1.20208e-001	-5.37132e+002	
 4.31250e+002	1.19535e-001	-5.38348e+002	
 4.32500e+002	1.19287e-001	-5.37121e+002	
 4.33750e+002	1.22836e-001	-5.38145e+002	
 4.35000e+002	1.20018e-001	-5.38087e+002	
 4.36250e+002	1.20863e-001	-5.37736e+002	
 4.37500e+002	1.21399e-001	-5.38792e+002	
 4.38750e+002	1.20208e-001	-5.39295e+002	
 4.40000e+002	1.19269e-001	-5.38898e+002	
 4.41250e+002	1.21531e-001	-5.38943e+002	
 4.42500e+002	1.18023e-001	-5.39493e+002	
 4.43750e+002	1.17920e-001	-5.38973e+002	
 4.45000e+002	1.19981e-001	-5.37853e+002	
 4.46250e+002	1.19038e-001	-5.39076e+002	
 4.47500e+002	1.18350e-001	-5.37744e+002	
 4.48750e+002	1.18292e-001	-5.38901e+002	
 4.50000e+002	1.17682e-001	-5.38705e+002	
 4.51250e+002	1.19307e-001	-5.39001e+002	
 4.52500e+002	1.19301e-001	-5.37731e+002	
 4.53750e+002	1.17974e-001	-5.38514e+002	
 4.55000e+002	1.20141e-001	-5.38875e+002	
 4.56250e+002	1.20454e-001	-5.37886e+002	
 4.57500e+002	1.19135e-001	-5.38513e+002	
 4.58750e+002	1.18915e-001	-5.39572e+002	
 4.60000e+002	1.19421e-001	-5.39369e+002	
 4.61250e+002	1.18393e-001	-5.39273e+002	
 4.62500e+002	1.20504e-001	-5.40353e+002	
 4.63750e+002	1.19622e-001	-5.39419e+002	
 4.65000e+002	1.19433e-001	-5.40141e+002	
 4.66250e+002	1.19453e-001	-5.40247e+002	
 4.67500e+002	1.18645e-001	-5.40467e+002	
 4.68750e+002	1.17319e-001	-5.41051e+002	
 4.70000e+002	1.17316e-001	-5.40456e+002	
 4.71250e+002	1.15276e-001	-5.40089e+002	
 4.72500e+002	1.16846e-001	-5.41345e+002	
 4.73750e+002	1.15571e-001	-5.39903e+002	
 4.75000e+002	1.16042e-001	-5.40473e+002	
 4.76250e+002	1.15394e-001	-5.39588e+002	
 4.77500e+002	1.14526e-001	-5.39928e+002	
 4.78750e+002	1.14914e-001	-5.39305e+002	
 4.80000e+002	1.15944e-001	-5.38770e+002	
 4.81250e+002	1.14696e-001	-5.38978e+002	
 4.82500e+002	1.15493e-001	-5.39377e+002	
 4.83750e+002	1.15912e-001	-5.38836e+002	
 4.85000e+002	1.16410e-001	-5.39030e+002	
 4.86250e+002	1.15560e-001	-5.39554e+002	
 4.87500e+002	1.14111e-001	-5.39394e+002	
 4.88750e+002	1.14410e-001	-5.39480e+002	
 4.90000e+002	1.16874e-001	-5.39204e+002	
 4.91250e+002	1.16917e-001	-5.39671e+002	
 4.92500e+002	1.17343e-001	-5.39679e+002	
 4.93750e+002	1.17456e-001	-5.39413e+002	
 4.95000e+002	1.16656e-001	-5.40577e+002	
 4.96250e+002	1.16458e-001	-5.40861e+002	
 4.97500e+002	1.15217e-001	-5.39556e+002	
 4.98750e+002	1.15586e-001	-5.39802e+002	
 5.00000e+002	1.15783e-001	-5.39321e+002	
 5.01250e+002	1.15319e-001	-5.39607e+002	
 5.02500e+002	1.14530e-001	-5.39820e+002	
 5.03750e+002	1.14554e-001	-5.39518e+002	
 5.05000e+002	1.14989e-001	-5.38885e+002	
 5.06250e+002	1.13788e-001	-5.39781e+002	
 5.07500e+002	1.13185e-001	-5.39605e+002	
 5.08750e+002	1.14243e-001	-5.39004e+002	
 5.10000e+002	1.14441e-001	-5.38641e+002	
 5.11250e+002	1.14474e-001	-5.40182e+002	
 5.12500e+002	1.16552e-001	-5.39188e+002	
 5.13750e+002	1.14995e-001	-5.38526e+002	
 5.15000e+002	1.15382e-001	-5.38860e+002	
 5.16250e+002	1.15901e-001	-5.39464e+002	
 5.17500e+002	1.17761e-001	-5.39615e+002	
 5.18750e+002	1.17248e-001	-5.39811e+002	
 5.20000e+002	1.16279e-001	-5.38632e+002	
 5.21250e+002	1.16335e-001	-5.39405e+002	
 5.22500e+002	1.17691e-001	-5.39746e+002	
 5.23750e+002	1.17092e-001	-5.40439e+002	
 5.25000e+002	1.16623e-001	-5.39477e+002	
 5.26250e+002	1.15343e-001	-5.39385e+002	
 5.27500e+002	1.15978e-001	-5.40222e+002	
 5.28750e+002	1.13902e-001	-5.39792e+002	
 5.30000e+002	1.14572e-001	-5.39240e+002	
 5.31250e+002	1.15576e-001	-5.39673e+002	
 5.32500e+002	1.14870e-001	-5.40469e+002	
 5.33750e+002	1.14850e-001	-5.39047e+002	
 5.35000e+002	1.12127e-001	-5.39224e+002	
 5.36250e+002	1.12285e-001	-5.38232e+002	
 5.37500e+002	1.14173e-001	-5.39933e+002	
 5.38750e+002	1.11781e-001	-5.39185e+002	
 5.40000e+002	1.11582e-001	-5.38144e+002	
 5.41250e+002	1.11887e-001	-5.38157e+002	
 5.42500e+002	1.14511e-001	-5.37416e+002	
 5.43750e+002	1.14727e-001	-5.38626e+002	
 5.45000e+002	1.14613e-001	-5.36906e+002	
 5.46250e+002	1.17577e-001	-5.38026e+002	
 5.47500e+002	1.14833e-001	-5.38307e+002	
 5.48750e+002	1.16352e-001	-5.38793e+002	
 5.50000e+002	1.17889e-001	-5.39700e+002	
 5.51250e+002	1.16951e-001	-5.38831e+002	
 5.52500e+002	1.16399e-001	-5.38866e+002	
 5.53750e+002	1.16122e-001	-5.39519e+002	
 5.55000e+002	1.15581e-001	-5.39022e+002	
 5.56250e+002	1.15506e-001	-5.39762e+002	
 5.57500e+002	1.15821e-001	-5.38816e+002	
 5.58750e+002	1.16379e-001	-5.39839e+002	
 5.60000e+002	1.15103e-001	-5.39692e+002	
 5.61250e+002	1.14406e-001	-5.38128e+002	
 5.62500e+002	1.13827e-001	-5.40676e+002	
 5.63750e+002	1.15024e-001	-5.38617e+002	
 5.65000e+002	1.13827e-001	-5.38078e+002	
 5.66250e+002	1.15250e-001	-5.39471e+002	
 5.67500e+002	1.14095e-001	-5.38367e+002	
 5.68750e+002	1.14399e-001	-5.38392e+002	
 5.70000e+002	1.14029e-001	-5.38096e+002	
 5.71250e+002	1.15066e-001	-5.39132e+002	
 5.72500e+002	1.15949e-001	-5.40510e+002	
 5.73750e+002	1.17311e-001	-5.37880e+002	
 5.75000e+002	1.19681e-001	-5.37531e+002	
 5.76250e+002	1.19032e-001	-5.39736e+002	
 5.77500e+002	1.18900e-001	-5.37770e+002	
 5.78750e+002	1.17544e-001	-5.38820e+002	
 5.80000e+002	1.16566e-001	-5.39391e+002	
 5.81250e+002	1.15850e-001	-5.40663e+002	
 5.82500e+002	1.18109e-001	-5.40720e+002	
 5.83750e+002	1.16267e-001	-5.39213e+002	
 5.85000e+002	1.15996e-001	-5.39288e+002	
 5.86250e+002	1.16617e-001	-5.39843e+002	
 5.87500e+002	1.16750e-001	-5.40417e+002	
 5.88750e+002	1.17806e-001	-5.40096e+002	
 5.90000e+002	1.14394e-001	-5.40585e+002	
 5.91250e+002	1.15045e-001	-5.41285e+002	
 5.92500e+002	1.15023e-001	-5.39189e+002	
 5.93750e+002	1.13540e-001	-5.42121e+002	
 5.95000e+002	1.14251e-001	-5.38825e+002	
 5.96250e+002	1.14064e-001	-5.39189e+002	
 5.97500e+002	1.11852e-001	-5.41022e+002	
 5.98750e+002	1.13317e-001	-5.40465e+002	
 6.00000e+002	1.15792e-001	-5.38908e+002	
 6.01250e+002	1.14697e-001	-5.39445e+002	
 6.02500e+002	1.15359e-001	-5.39551e+002	
 6.03750e+002	1.14847e-001	-5.38945e+002	
 6.05000e+002	1.19001e-001	-5.38765e+002	
 6.06250e+002	1.17436e-001	-5.38646e+002	
 6.07500e+002	1.15902e-001	-5.39639e+002	
 6.08750e+002	1.18677e-001	-5.38768e+002	
 6.10000e+002	1.17091e-001	-5.39141e+002	
 6.11250e+002	1.15448e-001	-5.41527e+002	
 6.12500e+002	1.15957e-001	-5.40286e+002	
 6.13750e+002	1.17351e-001	-5.41909e+002	
 6.15000e+002	1.16241e-001	-5.41166e+002	
 6.16250e+002	1.14618e-001	-5.39582e+002	
 6.17500e+002	1.16830e-001	-5.40940e+002	
 6.18750e+002	1.16372e-001	-5.40352e+002	
